No,id,familyNo,family,name,area,areaName,type,typeId,stage,maxStage,catchRarity,powerTierV1,sourceRole,combatRoleV2,BST,baseHP,baseAttack,baseDefense,baseSpeed,evolutionMethod,evolutionParam,nextId,nextName,encounterPool,capturePolicy,wildCatchable,catchRank,moveProfile,gigaEligible,burstEligible,motif,concept,description,Lv1_HP,Lv1_ATK,Lv1_DEF,Lv1_SPD,Lv5_HP,Lv5_ATK,Lv5_DEF,Lv5_SPD,Lv10_HP,Lv10_ATK,Lv10_DEF,Lv10_SPD,Lv20_HP,Lv20_ATK,Lv20_DEF,Lv20_SPD,Lv30_HP,Lv30_ATK,Lv30_DEF,Lv30_SPD,Lv50_HP,Lv50_ATK,Lv50_DEF,Lv50_SPD,Lv100_HP,Lv100_ATK,Lv100_DEF,Lv100_SPD
013,m013,F005,ニャミィ,ニャミィ,1,ひかりの のはら,ノーマル,normal,1,3,common,common,balanced,balanced,190,51,51,46,42,level,19,m014,シマニャン,wild,normal-wild,True,1,40/40/40/40,False,False,猫と獅子,寝てばかりの甘えんぼが、群れを呼べる声を手に入れる,まるくなって ねている。おなかを みせたら ごきげん。,12,6,5,5,20,10,9,9,30,15,14,13,50,25,23,21,70,35,32,30,111,56,51,47,212,107,97,89
014,m014,F005,ニャミィ,シマニャン,1,ひかりの のはら,ノーマル,normal,2,3,common,common,attacker,attacker,256,67,76,59,54,level,38,m015,ゴウガレン,wild,normal-wild,True,2,40/60/60/40-60,False,False,猫と獅子,寝てばかりの甘えんぼが、群れを呼べる声を手に入れる,たかい ところから みんなを みまもる。つめが するどい。,12,6,6,6,21,12,10,10,33,20,16,15,56,35,28,26,80,50,40,37,127,81,64,59,244,157,123,113
015,m015,F005,ニャミィ,ゴウガレン,1,ひかりの のはら,ノーマル,normal,3,3,rare,rare,attacker,attacker,340,87,108,76,69,,,,,evolutionOnly,not-wild,False,4,60/60/80/100,False,False,猫と獅子,寝てばかりの甘えんぼが、群れを呼べる声を手に入れる,ひとこえで なかまを よぶ。たてがみが かぜに なびく。,12,7,6,6,23,15,12,11,37,26,20,18,64,48,35,32,92,69,50,46,147,113,81,74,284,221,157,143
016,m016,F006,ピヨリ,ピヨリ,1,ひかりの のはら,ひこう,flying,1,3,common,common,speed,speed,190,42,61,30,57,level,19,m017,カゼツバサ,wild,normal-wild,True,1,40/40/40/40,False,False,小鳥と天空,飛べないことがくやしい鳥。空の高さを知ったとき、風になる,まだ うまく とべない。はねを パタパタ れんしゅうしている。,11,6,5,6,19,11,8,10,28,17,11,16,46,29,17,27,65,41,23,39,102,66,35,62,194,127,65,119
017,m017,F006,ピヨリ,カゼツバサ,1,ひかりの のはら,ひこう,flying,2,3,common,common,speed,speed,256,56,82,41,77,level,38,m018,ソラガイル,wild,normal-wild,True,2,40/60/60/40-60,False,False,小鳥と天空,飛べないことがくやしい鳥。空の高さを知ったとき、風になる,かぜに のることを おぼえた。あさ いちばんに なく。,12,6,5,6,20,13,9,12,31,21,13,20,52,37,21,35,73,54,29,51,116,87,46,82,222,169,87,159
018,m018,F006,ピヨリ,ソラガイル,1,ひかりの のはら,ひこう,flying,3,3,common,common,attacker,fastGlass,323,69,105,50,99,,,,,evolutionOnly,not-wild,False,3,60/60/80/100,False,False,小鳥と天空,飛べないことがくやしい鳥。空の高さを知ったとき、風になる,くもの うえを とぶ。はねを ひろげると かぜが うまれる。,12,7,6,6,21,15,10,14,33,26,15,24,57,47,25,44,81,68,35,64,129,110,55,104,248,215,105,203
019,m019,F007,コロムシ,コロムシ,1,ひかりの のはら,むし,bug,1,3,common,common,balanced,balanced,190,51,51,46,42,level,19,m020,マユゴモリ,wild,normal-wild,True,1,40/40/40/40,False,False,幼虫と蝶,まるまって隠れる子が、いちばん美しい羽を持つ,はっぱの したで まるまっている。おどろくと ころんと ころがる。,12,6,5,5,20,10,9,9,30,15,14,13,50,25,23,21,70,35,32,30,111,56,51,47,212,107,97,89
020,m020,F007,コロムシ,マユゴモリ,1,ひかりの のはら,むし,bug,2,3,common,common,guard,guard,256,72,64,70,50,level,38,m021,ニジアゲハ,wild,normal-wild,True,2,40/60/60/40-60,False,False,幼虫と蝶,まるまって隠れる子が、いちばん美しい羽を持つ,かたい まゆの なか。つぎの すがたを しずかに つくっている。,12,6,6,6,22,11,12,10,34,17,19,15,58,30,33,25,83,43,47,35,132,69,75,55,254,133,145,105
021,m021,F007,コロムシ,ニジアゲハ,1,ひかりの のはら,むし,bug,3,3,common,common,support,balanced,323,90,82,86,65,,,,,evolutionOnly,not-wild,False,3,60/60/80/100,False,False,幼虫と蝶,まるまって隠れる子が、いちばん美しい羽を持つ,にじいろの はねで こなを まく。とおった みちに はなが さく。,12,6,6,6,24,13,13,11,38,21,22,18,66,37,39,31,94,54,56,44,150,87,91,70,290,169,177,135
022,m022,F008,チクリン,チクリン,1,ひかりの のはら,むし,bug,1,3,common,common,attacker,attacker,190,46,72,38,34,level,19,m023,ハリバチ,wild,normal-wild,True,1,40/40/40/40,False,False,針と女王蜂,小さな針しかない子が、巣ぜんぶを背負う,ちいさな はりを もつ。おこると はりが ぴんと たつ。,11,6,5,5,19,12,8,8,29,19,12,11,48,33,20,18,67,48,27,25,106,77,43,39,202,149,81,73
023,m023,F008,チクリン,ハリバチ,1,ひかりの のはら,むし,bug,2,3,common,common,attacker,attacker,256,62,97,51,46,level,38,m024,クイーンザ,wild,normal-wild,True,2,40/60/60/40-60,False,False,針と女王蜂,小さな針しかない子が、巣ぜんぶを背負う,むれで とぶ。すを まもるためなら なんども むかっていく。,12,6,6,5,21,14,10,9,32,24,15,14,54,43,25,23,77,63,35,32,122,102,56,51,234,199,107,97
024,m024,F008,チクリン,クイーンザ,1,ひかりの のはら,むし,bug,3,3,rare,rare,attacker,fastGlass,340,79,125,63,73,,,,,evolutionOnly,not-wild,False,4,60/60/80/100,False,False,針と女王蜂,小さな針しかない子が、巣ぜんぶを背負う,すの ぜんいんが したがう。よぶと そらが くろくなる。,12,7,6,6,22,17,11,12,35,30,17,19,61,55,30,34,87,80,42,48,139,130,68,78,268,255,131,151
025,m025,F009,パチネ,パチネ,1,ひかりの のはら,でんき,electric,1,3,common,common,speed,speed,190,42,61,30,57,level,19,m026,ビリスケ,wild,normal-wild,True,1,40/40/40/40,False,False,小動物と雷,ほっぺの静電気が、いつか本物の雷になる,ほっぺに でんきを ためる。さわると ぱちっと する。,11,6,5,6,19,11,8,10,28,17,11,16,46,29,17,27,65,41,23,39,102,66,35,62,194,127,65,119
026,m026,F009,パチネ,ビリスケ,1,ひかりの のはら,でんき,electric,2,3,common,common,speed,speed,256,56,82,41,77,stone,thunder,m027,ライガミ,wild,normal-wild,True,2,40/60/60/40-60,False,False,小動物と雷,ほっぺの静電気が、いつか本物の雷になる,しっぽを たてて でんきを あつめる。かみなりの ひは そわそわ。,12,6,5,6,20,13,9,12,31,21,13,20,52,37,21,35,73,54,29,51,116,87,46,82,222,169,87,159
027,m027,F009,パチネ,ライガミ,1,ひかりの のはら,でんき,electric,3,3,rare,rare,attacker,fastGlass,340,73,110,53,104,,,,,evolutionOnly,not-wild,False,4,60/60/80/100,False,False,小動物と雷,ほっぺの静電気が、いつか本物の雷になる,からだから いなずまが はしる。かけると そらが ひかる。,12,7,6,7,22,16,10,15,34,27,15,25,59,49,26,46,83,71,36,67,133,115,58,109,256,225,111,213
028,m028,F010,ピカタマ,ピカタマ,1,ひかりの のはら,でんき,electric,1,3,common,common,support,balanced,190,51,51,46,42,level,19,m029,イナホタル,wild,normal-wild,True,1,40/40/40/40,False,False,光の玉と稲妻,暗いところが怖い子が、自分が光になる,くらいのが こわくて、ずっと ぴかぴか している。,12,6,5,5,20,10,9,9,30,15,14,13,50,25,23,21,70,35,32,30,111,56,51,47,212,107,97,89
029,m029,F010,ピカタマ,イナホタル,1,ひかりの のはら,でんき,electric,2,3,common,common,support,balanced,256,69,69,62,56,level,38,m030,ライメイガ,wild,normal-wild,True,2,40/60/60/40-60,False,False,光の玉と稲妻,暗いところが怖い子が、自分が光になる,ひかりを おさえられるように なった。よるみちを てらす。,12,6,6,6,21,11,11,10,33,18,17,16,57,32,29,27,81,46,42,38,129,74,67,61,248,143,129,117
030,m030,F010,ピカタマ,ライメイガ,1,ひかりの のはら,でんき,electric,3,3,rare,rare,attacker,fastGlass,340,86,97,74,83,,,,,evolutionOnly,not-wild,False,4,60/60/80/100,False,False,光の玉と稲妻,暗いところが怖い子が、自分が光になる,よぞらに いなずまで えを かく。かきおわると あめが ふる。,12,6,6,6,23,14,12,13,37,24,19,21,64,43,34,38,91,63,49,54,146,102,79,88,282,199,153,171
031,m031,F011,モグポン,モグポン,1,ひかりの のはら,じめん,ground,1,3,common,common,guard,hpTank,190,72,46,42,30,level,19,m032,ホリドリル,wild,normal-wild,True,1,40/40/40/40,False,False,もぐらとドリル,目が見えないぶん、地面のすべてを聞いている,つちの なかを ほるのが だいすき。めが よわいので みみで きく。,12,5,5,5,22,9,9,8,34,14,13,11,58,23,21,17,83,32,30,23,132,51,47,35,254,97,89,65
032,m032,F011,モグポン,ホリドリル,1,ひかりの のはら,じめん,ground,2,3,common,common,attacker,slowPower,256,92,71,58,35,level,38,m033,ダイクツガ,wild,normal-wild,True,2,40/60/60/40-60,False,False,もぐらとドリル,目が見えないぶん、地面のすべてを聞いている,つめが ドリルに なった。つちの なかを およぐように すすむ。,12,6,6,5,24,12,10,8,38,19,16,12,66,33,28,19,95,47,39,26,152,76,63,40,294,147,121,75
033,m033,F011,モグポン,ダイクツガ,1,ひかりの のはら,じめん,ground,3,3,rare,rare,attacker,slowPower,340,117,103,78,42,,,,,evolutionOnly,not-wild,False,4,60/60/80/100,False,False,もぐらとドリル,目が見えないぶん、地面のすべてを聞いている,あたらしい どうくつを ほる。みんなの みちを つくる しごとびと。,13,7,6,5,26,15,12,9,43,25,20,13,76,46,36,21,110,66,51,30,177,108,83,47,344,211,161,89
034,m034,F012,コロビシ,コロビシ,1,ひかりの のはら,いわ,rock,1,3,common,common,guard,defenseTank,190,53,42,72,23,level,19,m035,イワノシ,wild,normal-wild,True,1,40/40/40/40,False,False,石と巨岩,ただの石だと思われている子が、山になる,ころころ ころがって いどうする。じぶんでは とまれない。,12,5,6,5,20,9,12,7,30,13,19,9,51,21,33,14,71,30,48,18,113,47,77,28,216,89,149,51
035,m035,F012,コロビシ,イワノシ,1,ひかりの のはら,いわ,rock,2,3,common,common,guard,defenseTank,256,71,57,97,31,level,38,m036,ガンリュウド,wild,normal-wild,True,2,40/60/60/40-60,False,False,石と巨岩,ただの石だと思われている子が、山になる,あしが はえた。がけを のぼるのが とくい。,12,6,6,5,22,10,14,8,34,16,24,11,58,27,43,17,82,39,63,23,131,62,102,36,252,119,199,67
036,m036,F012,コロビシ,ガンリュウド,1,ひかりの のはら,いわ,rock,3,3,rare,rare,guard,defenseTank,340,95,75,129,41,,,,,evolutionOnly,not-wild,False,4,60/60/80/100,False,False,石と巨岩,ただの石だと思われている子が、山になる,やまと まちがえられる おおきさ。ねむると ほんとうに やまになる。,12,6,7,5,24,12,17,9,39,20,30,13,68,35,56,21,97,50,82,29,155,80,134,46,300,155,263,87
037,m037,F013,オタマル,オタマル,1,ひかりの のはら,みず,water,1,3,common,common,balanced,balanced,190,51,51,46,42,level,19,m038,ケロジャン,wild,normal-wild,True,1,40/40/40/40,False,False,おたまじゃくしと池の主,足が生えるのを待ちわびている子が、雨を呼べるようになる,いけの なかを くるくる およぐ。あしが はえるのを まっている。,12,6,5,5,20,10,9,9,30,15,14,13,50,25,23,21,70,35,32,30,111,56,51,47,212,107,97,89
038,m038,F013,オタマル,ケロジャン,1,ひかりの のはら,みず,water,2,3,common,common,attacker,attacker,256,67,76,59,54,stone,water,m039,ガマドロス,wild,normal-wild,True,2,40/60/60/40-60,False,False,おたまじゃくしと池の主,足が生えるのを待ちわびている子が、雨を呼べるようになる,おおきく ジャンプして みずを とばす。あめの ひは ごきげん。,12,6,6,6,21,12,10,10,33,20,16,15,56,35,28,26,80,50,40,37,127,81,64,59,244,157,123,113
039,m039,F013,オタマル,ガマドロス,1,ひかりの のはら,みず,water,3,3,rare,rare,guard,hpTank,340,99,96,78,67,,,,,evolutionOnly,not-wild,False,4,60/60/80/100,False,False,おたまじゃくしと池の主,足が生えるのを待ちわびている子が、雨を呼べるようになる,ひとこえ なくと あめが ふりはじめる。いけの ぬし。,12,6,6,6,24,14,12,11,39,24,20,18,69,43,36,31,99,62,51,45,159,101,83,72,308,197,161,139
040,m040,F014,ネッコロ,ネッコロ,1,ひかりの のはら,くさ,grass,1,3,common,common,support,balanced,190,51,51,46,42,level,19,m041,ハナコロ,wild,normal-wild,True,1,40/40/40/40,False,False,根と花畑,夜は土にもぐる小心者が、春を連れてくる,ちいさな ねっこで あるく。よるは つちに もぐって ねる。,12,6,5,5,20,10,9,9,30,15,14,13,50,25,23,21,70,35,32,30,111,56,51,47,212,107,97,89
041,m041,F014,ネッコロ,ハナコロ,1,ひかりの のはら,くさ,grass,2,3,common,common,healer,hpTank,256,76,67,60,53,stone,leaf,m042,ハルミドリ,wild,normal-wild,True,2,40/60/60/40-60,False,False,根と花畑,夜は土にもぐる小心者が、春を連れてくる,あたまの はなから いい においが する。かいだ なかまは げんきに。,12,6,6,6,22,11,11,10,35,18,17,15,60,31,29,26,85,45,41,36,136,72,65,58,262,139,125,111
042,m042,F014,ネッコロ,ハルミドリ,1,ひかりの のはら,くさ,grass,3,3,rare,rare,healer,hpTank,340,108,87,79,66,,,,,evolutionOnly,not-wild,False,4,60/60/80/100,False,False,根と花畑,夜は土にもぐる小心者が、春を連れてくる,あるいた みちに はなが さく。はるを つれてくると いわれる。,13,6,6,6,25,13,12,11,41,22,20,18,73,39,36,31,104,57,52,44,168,92,84,71,326,179,163,137
043,m043,F015,プヨドロ,プヨドロ,1,ひかりの のはら,どく,poison,1,3,common,common,guard,guard,190,61,38,68,23,level,19,m044,ベトネル,wild,normal-wild,True,1,40/40/40/40,False,False,スライムと浄化,汚れていると嫌われる子が、汚れを消す仕事を見つける,ぷよぷよの からだ。さわると すこし しびれる。,12,5,6,5,21,8,11,7,32,12,18,9,54,20,32,14,76,27,45,18,121,43,73,28,232,81,141,51
044,m044,F015,プヨドロ,ベトネル,1,ひかりの のはら,どく,poison,2,3,common,common,guard,guard,256,82,51,92,31,level,38,m045,ドロヴァルド,wild,normal-wild,True,2,40/60/60/40-60,False,False,スライムと浄化,汚れていると嫌われる子が、汚れを消す仕事を見つける,どくを はきだす ばしょを えらべる。ゴミばで はたらく。,12,6,6,5,23,10,14,8,36,15,23,11,62,25,41,17,89,35,60,23,142,56,97,36,274,107,189,67
045,m045,F015,プヨドロ,ドロヴァルド,1,ひかりの のはら,どく,poison,3,3,rare,rare,guard,guard,340,109,68,122,41,,,,,evolutionOnly,not-wild,False,4,60/60/80/100,False,False,スライムと浄化,汚れていると嫌われる子が、汚れを消す仕事を見つける,なんでも とかして きれいに する。まちを かげで ささえている。,13,6,7,5,25,11,17,9,41,18,29,13,73,32,53,21,105,45,78,29,169,73,127,46,328,141,249,87
046,m046,F016,コブシコ,コブシコ,1,ひかりの のはら,かくとう,fight,1,3,common,common,attacker,slowPower,190,57,72,46,15,level,19,m047,ケンドウガ,wild,normal-wild,True,1,40/40/40/40,False,False,拳と武人,あいさつがパンチの子が、弱い者には手を上げないと決める,まいにち こぶしを きたえている。あいさつは パンチ。,12,6,5,5,20,12,9,6,31,19,14,8,52,33,23,11,74,48,32,14,117,77,51,20,224,149,97,35
047,m047,F016,コブシコ,ケンドウガ,1,ひかりの のはら,かくとう,fight,2,3,common,common,attacker,slowPower,256,77,97,62,20,level,38,m048,ブジンザ,wild,normal-wild,True,2,40/60/60/40-60,False,False,拳と武人,あいさつがパンチの子が、弱い者には手を上げないと決める,つよい あいてを さがして たびを している。れいぎ ただしい。,12,6,6,5,22,14,11,7,35,24,17,9,60,43,29,13,86,63,42,17,137,102,67,25,264,199,129,45
048,m048,F016,コブシコ,ブジンザ,1,ひかりの のはら,かくとう,fight,3,3,rare,rare,attacker,slowPower,340,102,129,82,27,,,,,evolutionOnly,not-wild,False,4,60/60/80/100,False,False,拳と武人,あいさつがパンチの子が、弱い者には手を上げないと決める,まけを しらない。よわい ものには ぜったいに てを あげない。,13,7,6,5,25,17,13,7,40,30,21,10,70,56,37,15,101,82,54,21,162,134,87,32,314,263,169,59
049,m049,F017,ホワミィ,ホワミィ,1,ひかりの のはら,フェアリー,fairy,1,3,rare,rare,healer,hpTank,200,76,48,44,32,level,21,m050,メルフィ,wild,normal-wild,True,2,40/40/40/40,False,False,わたあめと羽,泣いている子を見つけるのがうまい。やがて誰かを眠らせるほど暖かくなる,わたあめの ような からだ。ないている こを みつけると そばに くる。,12,5,5,5,22,9,9,8,35,14,13,11,60,24,22,17,85,33,31,24,136,53,49,37,262,101,93,69
050,m050,F017,ホワミィ,メルフィ,1,ひかりの のはら,フェアリー,fairy,2,3,rare,rare,healer,hpTank,270,103,65,59,43,stone,moon,m051,マシュランテ,wild,normal-wild,True,3,40/60/60/40-60,False,False,わたあめと羽,泣いている子を見つけるのがうまい。やがて誰かを眠らせるほど暖かくなる,ゆびさきから きらきらを だす。あたると きずが なおる。,13,6,6,5,25,11,10,9,40,18,16,13,71,31,28,22,101,44,40,30,163,70,64,48,316,135,123,91
051,m051,F017,ホワミィ,マシュランテ,1,ひかりの のはら,フェアリー,fairy,3,3,epic,epic,healer,hpTank,367,140,88,80,59,,,,,evolutionOnly,not-wild,False,5,60/60/80/100,True,False,わたあめと羽,泣いている子を見つけるのがうまい。やがて誰かを眠らせるほど暖かくなる,はねを ひろげると、まわりの みんなが あんしんして ねむくなる。,13,6,6,6,29,13,13,10,48,22,21,16,86,40,37,28,124,57,53,40,200,93,85,64,390,181,165,123
052,m052,F018,ネンリィ,ネンリィ,1,ひかりの のはら,エスパー,psychic,1,3,rare,rare,support,balanced,200,54,54,48,44,level,21,m053,サイキル,wild,normal-wild,True,2,40/40/40/40,False,False,ぬいぐるみと念,触らずに物を動かせるのに、自分がいちばんびっくりしている,さわらずに ものを うごかせる。じぶんが いちばん びっくりする。,12,6,5,5,20,10,9,9,30,15,14,13,51,26,24,22,72,37,33,31,114,59,53,49,218,113,101,93
053,m053,F018,ネンリィ,サイキル,1,ひかりの のはら,エスパー,psychic,2,3,rare,rare,attacker,attacker,270,71,81,62,56,level,41,m054,メンタリオン,wild,normal-wild,True,3,40/60/60/40-60,False,False,ぬいぐるみと念,触らずに物を動かせるのに、自分がいちばんびっくりしている,ちからを コントロールできるように なった。あいての きもちが すこし わかる。,12,6,6,6,22,13,11,10,34,21,17,16,58,37,29,27,82,53,42,38,131,86,67,61,252,167,129,117
054,m054,F018,ネンリィ,メンタリオン,1,ひかりの のはら,エスパー,psychic,3,3,epic,epic,attacker,attacker,367,94,118,81,74,,,,,evolutionOnly,not-wild,False,5,60/60/80/100,True,False,ぬいぐるみと念,触らずに物を動かせるのに、自分がいちばんびっくりしている,かんがえるだけで まわりの ものが うかぶ。しずかに めを とじている。,12,7,6,6,24,16,13,12,38,28,21,19,67,52,37,34,96,75,53,49,154,123,86,79,298,241,167,153
