No,id,familyNo,family,name,area,areaName,type,typeId,stage,maxStage,catchRarity,powerTierV1,sourceRole,combatRoleV2,BST,baseHP,baseAttack,baseDefense,baseSpeed,evolutionMethod,evolutionParam,nextId,nextName,encounterPool,capturePolicy,wildCatchable,catchRank,moveProfile,gigaEligible,burstEligible,motif,concept,description,Lv1_HP,Lv1_ATK,Lv1_DEF,Lv1_SPD,Lv5_HP,Lv5_ATK,Lv5_DEF,Lv5_SPD,Lv10_HP,Lv10_ATK,Lv10_DEF,Lv10_SPD,Lv20_HP,Lv20_ATK,Lv20_DEF,Lv20_SPD,Lv30_HP,Lv30_ATK,Lv30_DEF,Lv30_SPD,Lv50_HP,Lv50_ATK,Lv50_DEF,Lv50_SPD,Lv100_HP,Lv100_ATK,Lv100_DEF,Lv100_SPD
222,m222,F075,ブシドウジ,ゲキリンサイ,4,ぎんがの みやこ・そらの はて,かくとう,fight,3,3,epic,epic,attacker,slowPower,367,111,139,88,29,,,,,evolutionOnly,not-wild,False,5,60/60/80/100,False,False,二刀と武者,ひとりで修行する子が、強い相手ほど嬉しくなる,つよい あいてほど うれしそうに わらう。まけても また くる。,13,7,6,5,26,18,13,7,42,32,22,10,74,60,40,16,106,88,57,22,171,144,93,34,332,283,181,63
223,m223,F076,クモクジラ,クモクジラ,4,ぎんがの みやこ・そらの はて,ひこう,flying,1,3,rare,rare,guard,guard,200,64,40,72,24,level,42,m224,ソラクジラ,wild,normal-wild,True,2,40/40/40/40,False,False,空鯨と雲,背中に雲をのせて泳ぐ、空の大きな旅人,そらを およぐ ちいさな くじら。くもに ぶつかって よく とまる。,12,5,6,5,21,9,12,7,32,13,19,9,55,21,33,14,78,29,48,19,124,45,77,29,238,85,149,53
224,m224,F076,クモクジラ,ソラクジラ,4,ぎんがの みやこ・そらの はて,ひこう,flying,2,3,epic,epic,guard,guard,292,94,58,105,35,level,55,m225,アマツクジラ,wild,normal-wild,True,4,40/60/60/40-60,False,False,空鯨と雲,背中に雲をのせて泳ぐ、空の大きな旅人,せなかに くもを のせて およぐ。かげが まちを とおる。,12,6,7,5,24,10,15,8,38,16,26,12,67,28,47,19,96,39,68,26,154,63,110,40,298,121,215,75
225,m225,F076,クモクジラ,アマツクジラ,4,ぎんがの みやこ・そらの はて,ひこう,flying,3,3,legend,legend,guard,guard,408,131,81,147,49,,,,,evolutionOnly,not-wild,False,5,60/60/80/100,False,False,空鯨と雲,背中に雲をのせて泳ぐ、空の大きな旅人,せなかに しまが できるほど おおきい。とおると そらが はれる。,13,6,7,5,28,13,19,9,46,21,34,14,82,37,63,24,118,53,93,34,191,86,152,54,372,167,299,103
226,m226,F077,ホタルコ,ホタルコ,4,ぎんがの みやこ・そらの はて,むし,bug,1,3,rare,rare,support,balanced,200,54,54,48,44,level,42,m227,ホタルーナ,wild,normal-wild,True,2,40/40/40/40,False,False,蛍と夏の夜,光でおしゃべりする子が、夏の夜を星空に変える,おしりが やさしく ひかる。なかまと ひかりで はなす。,12,6,5,5,20,10,9,9,30,15,14,13,51,26,24,22,72,37,33,31,114,59,53,49,218,113,101,93
227,m227,F077,ホタルコ,ホタルーナ,4,ぎんがの みやこ・そらの はて,むし,bug,2,3,epic,epic,support,balanced,292,79,79,70,64,level,55,m228,ルシオラント,wild,normal-wild,True,4,40/60/60/40-60,False,False,蛍と夏の夜,光でおしゃべりする子が、夏の夜を星空に変える,むれで とぶと ほしぞらの ように みえる。なつの よるの しゅやく。,12,6,6,6,22,12,12,11,35,20,19,17,61,36,33,30,87,52,47,43,139,84,75,69,268,163,145,133
228,m228,F077,ホタルコ,ルシオラント,4,ぎんがの みやこ・そらの はて,むし,bug,3,3,epic,epic,support,balanced,367,99,99,88,81,,,,,evolutionOnly,not-wild,False,5,60/60/80/100,False,False,蛍と夏の夜,光でおしゃべりする子が、夏の夜を星空に変える,いちばん くらい よるに いちばん あかるく ひかる。,12,6,6,6,24,14,13,13,39,24,22,21,69,44,40,37,99,64,57,53,159,104,93,86,308,203,181,167
229,m229,F078,ムラサキリ,ムラサキリ,4,ぎんがの みやこ・そらの はて,どく,poison,1,3,rare,rare,attacker,attacker,200,48,76,40,36,level,42,m230,ドクガイオ,wild,normal-wild,True,2,40/40/40/40,False,False,霧と洞窟,匂いで相手を迷わせる子が、洞窟のぬしになる,むらさきの きりを だす。じぶんの きりで まいごに なる。,11,6,5,5,19,12,9,8,29,20,13,12,49,35,21,19,68,50,29,26,108,81,45,41,206,157,85,77
230,m230,F078,ムラサキリ,ドクガイオ,4,ぎんがの みやこ・そらの はて,どく,poison,2,3,epic,epic,attacker,attacker,292,70,111,58,53,level,55,m231,ミアズマ,wild,normal-wild,True,4,40/60/60/40-60,False,False,霧と洞窟,匂いで相手を迷わせる子が、洞窟のぬしになる,きりの こさを かえられる。ふかい どうくつの ぬし。,12,7,6,6,22,16,10,10,34,27,16,15,58,49,28,26,82,71,39,36,130,116,63,58,250,227,121,111
231,m231,F078,ムラサキリ,ミアズマ,4,ぎんがの みやこ・そらの はて,どく,poison,3,3,epic,epic,attacker,attacker,367,88,140,73,66,,,,,evolutionOnly,not-wild,False,5,60/60/80/100,False,False,霧と洞窟,匂いで相手を迷わせる子が、洞窟のぬしになる,ちかづく ものを きりで つつみ、そっと いりぐちへ かえす。,12,7,6,6,23,19,12,11,37,33,19,18,65,61,34,31,92,89,48,44,148,145,78,71,286,285,151,137
232,m232,F079,ホシュ,ホシュ,4,ぎんがの みやこ・そらの はて,ノーマル,normal,1,3,rare,rare,balanced,balanced,200,54,54,48,44,level,42,m233,ホシラン,wild,normal-wild,True,2,40/40/40/40,False,False,星のマスコットと願い,みんなの願いを覚えている、ほしぞらの相棒,ほしの かけらから うまれた あいぼう。ずっと そばに いてくれる。,12,6,5,5,20,10,9,9,30,15,14,13,51,26,24,22,72,37,33,31,114,59,53,49,218,113,101,93
233,m233,F079,ホシュ,ホシラン,4,ぎんがの みやこ・そらの はて,ノーマル,normal,2,3,rare,rare,balanced,balanced,270,73,73,65,59,level,55,m234,セイランドス,wild,normal-wild,True,3,40/60/60/40-60,False,False,星のマスコットと願い,みんなの願いを覚えている、ほしぞらの相棒,せなかの ほしが よるに ひかる。ねがいを おぼえはじめた。,12,6,6,6,22,12,11,10,34,19,18,16,59,34,31,28,83,48,44,40,133,78,70,64,256,151,135,123
234,m234,F079,ホシュ,セイランドス,4,ぎんがの みやこ・そらの はて,ノーマル,normal,3,3,epic,epic,balanced,balanced,367,99,99,88,81,,,,,evolutionOnly,not-wild,False,5,60/60/80/100,False,False,星のマスコットと願い,みんなの願いを覚えている、ほしぞらの相棒,みんなの ねがいを ぜんぶ おぼえている。よぞらを せおって たつ。,12,6,6,6,24,14,13,13,39,24,22,21,69,44,40,37,99,64,57,53,159,104,93,86,308,203,181,167
235,m235,F080,ユグドラシア,ユグドラシア,4,ぎんがの みやこ・そらの はて,くさ,grass,1,1,legend,legend,healer,hpTank,456,173,110,100,73,,,,,event,post-clear-capture-trial,False,4,60/80/80/100,False,False,世界樹,世界の真ん中に立つ、進化しない完成された存在,せかいの まんなかに たつ き。はっぱ いちまいで もりが よみがえる。,14,7,7,6,32,16,15,12,54,27,25,19,99,49,45,34,143,71,65,48,233,115,105,78,456,225,205,151
236,m236,F081,ソラリオン,ソラリオン,4,ぎんがの みやこ・そらの はて,エスパー,psychic,1,1,legend,legend,attacker,slowPower,456,137,173,109,37,,,,,event,post-clear-capture-trial,False,4,60/80/80/100,False,False,創造神,ほしぞらぜんぶを見ている、この世界を作った存在,ほしぞら ぜんぶを みている。この せかいを つくったと いわれる。,13,8,7,5,28,22,15,8,47,39,26,12,84,74,48,19,122,108,70,27,197,178,114,42,384,351,223,79
237,m237,F082,ガイオドール,ガイオドール,4,ぎんがの みやこ・そらの はて,じめん,ground,1,1,legend,legend,guard,hpTank,456,173,110,100,73,,,,,event,post-clear-capture-trial,False,4,60/80/80/100,False,False,大地の主,大地の奥で眠る、島をひとつ作れる守護神,だいちの おくで ねむる ぬし。うごくと しまが ひとつ できる。,14,7,7,6,32,16,15,12,54,27,25,19,99,49,45,34,143,71,65,48,233,115,105,78,456,225,205,151
238,m238,F083,メテオルド,メテオルド,4,ぎんがの みやこ・そらの はて,いわ,rock,1,1,epic,epic,attacker,slowPower,410,123,156,98,33,,,,,event,post-clear-capture-trial,False,3,60/80/80/100,False,False,隕石,空から落ちてきた、まだ温かい岩,そらから おちてきた いわ。まだ すこし あたたかい。,13,8,6,5,27,20,14,8,44,36,24,11,79,67,44,18,113,98,63,24,183,161,103,38,356,317,201,71
